Loyalty Number,Cluster,Persona,Recency (Months),Total Flights,Distance,Points Redeemed,Salary
266604,4,Active Points Hoarders,1,48,67434,518,84663.0
601586,4,Active Points Hoarders,0,47,65729,572,94946.0
236701,2,Occasional / Declining Flyers,5,12,28944,0,94795.0
879844,2,Occasional / Declining Flyers,1,28,40876,533,73455.0
875560,4,Active Points Hoarders,2,63,80555,849,73455.0
625784,0,High-Value Redeemers,0,32,55197,1137,70975.0
107067,0,High-Value Redeemers,0,35,46235,1531,100598.0
812628,2,Occasional / Declining Flyers,0,2,3554,0,100598.0
109956,2,Occasional / Declining Flyers,10,16,27586,0,89320.0
310236,1,Inactive / Zero Flights,999,0,0,0,84786.0
214020,4,Active Points Hoarders,0,38,45561,523,73455.0
463070,1,Inactive / Zero Flights,999,0,0,0,124308.0
686224,0,High-Value Redeemers,0,46,66932,1225,76014.0
564973,4,Active Points Hoarders,0,34,62797,377,60641.0
239970,3,Legacy High-Income Churned,1,41,56308,365,206392.0
530113,2,Occasional / Declining Flyers,1,17,21735,0,56179.0
662209,4,Active Points Hoarders,0,36,50927,537,56179.0
121095,4,Active Points Hoarders,0,40,58553,514,69278.0
529746,2,Occasional / Declining Flyers,2,21,28304,0,69278.0
240330,4,Active Points Hoarders,1,32,45753,1027,73455.0
110752,4,Active Points Hoarders,0,41,62023,409,72625.0
890839,1,Inactive / Zero Flights,999,0,0,0,92444.0
737221,2,Occasional / Declining Flyers,15,16,27190,0,73455.0
637641,4,Active Points Hoarders,1,61,85801,476,73455.0
970976,0,High-Value Redeemers,0,42,61667,1218,73455.0
680445,4,Active Points Hoarders,1,33,50852,476,73455.0
180219,2,Occasional / Declining Flyers,0,33,37440,0,73455.0
170544,0,High-Value Redeemers,0,27,48797,1067,57940.0
916634,2,Occasional / Declining Flyers,1,4,8912,0,57940.0
817456,0,High-Value Redeemers,1,39,70603,1802,96807.0
582646,2,Occasional / Declining Flyers,1,20,31204,863,73455.0
225743,1,Inactive / Zero Flights,999,0,0,0,63709.0
651006,4,Active Points Hoarders,0,28,44845,890,63709.0
122517,2,Occasional / Declining Flyers,21,4,6476,0,91030.0
769560,4,Active Points Hoarders,1,61,96534,1298,54134.0
852094,4,Active Points Hoarders,0,48,73587,895,91312.0
236037,1,Inactive / Zero Flights,999,0,0,0,44092.0
550262,2,Occasional / Declining Flyers,0,20,26631,649,44092.0
769763,2,Occasional / Declining Flyers,1,23,41811,535,44092.0
826312,1,Inactive / Zero Flights,999,0,0,0,44092.0
858957,2,Occasional / Declining Flyers,3,28,36359,1051,44092.0
117456,4,Active Points Hoarders,0,51,77607,944,73455.0
597267,4,Active Points Hoarders,2,37,49927,0,97240.0
541009,4,Active Points Hoarders,0,60,102542,1081,73455.0
201475,4,Active Points Hoarders,2,42,68608,0,57924.0
707698,4,Active Points Hoarders,0,30,42924,0,72365.0
118076,0,High-Value Redeemers,0,38,60263,1704,98844.0
674462,4,Active Points Hoarders,1,40,53811,450,49202.0
702406,0,High-Value Redeemers,2,35,54483,1214,62298.0
611538,4,Active Points Hoarders,0,40,58576,604,80892.0
163083,0,High-Value Redeemers,0,29,37490,2281,57622.0
404417,4,Active Points Hoarders,0,37,54257,0,73455.0
350863,0,High-Value Redeemers,1,45,56481,1834,102982.0
651645,2,Occasional / Declining Flyers,1,30,39134,0,73455.0
774168,2,Occasional / Declining Flyers,0,20,30479,524,102982.0
988921,0,High-Value Redeemers,0,41,62156,1254,102982.0
839494,2,Occasional / Declining Flyers,1,26,32482,1049,20755.0
336141,4,Active Points Hoarders,0,43,57760,1030,64704.0
222644,1,Inactive / Zero Flights,999,0,0,0,80002.0
397053,4,Active Points Hoarders,5,38,56218,1013,104663.0
475500,0,High-Value Redeemers,3,41,65964,1618,104663.0
493925,0,High-Value Redeemers,0,33,44550,1183,48780.0
271365,0,High-Value Redeemers,0,51,70080,3294,82755.0
795607,2,Occasional / Declining Flyers,2,8,14373,543,97887.0
620792,2,Occasional / Declining Flyers,18,11,20218,0,49030.0
464044,4,Active Points Hoarders,0,46,68139,487,73455.0
921102,0,High-Value Redeemers,3,25,42377,1094,73455.0
431521,0,High-Value Redeemers,0,45,67058,2071,80935.0
497861,4,Active Points Hoarders,1,43,79230,608,71139.0
101594,3,Legacy High-Income Churned,0,43,58229,1319,239867.0
283066,4,Active Points Hoarders,0,34,51878,383,54792.0
433881,3,Legacy High-Income Churned,999,0,0,0,239867.0
800016,0,High-Value Redeemers,0,33,45856,1212,54792.0
918276,4,Active Points Hoarders,0,50,76373,0,84345.0
679531,2,Occasional / Declining Flyers,17,8,18683,454,100978.0
843972,4,Active Points Hoarders,2,43,57003,0,47695.0
166333,4,Active Points Hoarders,1,33,59032,406,47970.0
743263,0,High-Value Redeemers,0,50,78503,1855,91792.0
924493,0,High-Value Redeemers,1,37,56195,1242,59669.0
169950,1,Inactive / Zero Flights,999,0,0,0,97604.0
345978,2,Occasional / Declining Flyers,0,10,15160,504,79593.0
569319,0,High-Value Redeemers,1,27,39948,3629,83123.0
374113,1,Inactive / Zero Flights,999,0,0,0,76442.0
212304,2,Occasional / Declining Flyers,0,27,43544,561,61070.0
329300,4,Active Points Hoarders,0,54,66611,900,61070.0
616522,1,Inactive / Zero Flights,999,0,0,0,61070.0
369715,2,Occasional / Declining Flyers,2,17,25688,361,94633.0
186146,2,Occasional / Declining Flyers,0,6,12684,0,79444.0
348740,4,Active Points Hoarders,0,44,65155,433,82300.0
780504,0,High-Value Redeemers,1,38,58654,1293,52781.0
374585,4,Active Points Hoarders,0,30,45174,1012,92927.0
176521,0,High-Value Redeemers,1,59,64088,1730,87122.0
276289,4,Active Points Hoarders,0,29,45193,0,42956.0
417082,4,Active Points Hoarders,0,42,61806,0,83852.0
217967,2,Occasional / Declining Flyers,17,12,22785,0,73455.0
473622,4,Active Points Hoarders,0,41,58165,349,73455.0
473548,4,Active Points Hoarders,0,32,53572,462,88513.0
800268,2,Occasional / Declining Flyers,0,18,20823,0,56220.0
182124,4,Active Points Hoarders,0,44,74153,325,73455.0
872706,1,Inactive / Zero Flights,999,0,0,0,73455.0
684022,4,Active Points Hoarders,2,37,67017,972,62344.0
161650,2,Occasional / Declining Flyers,17,12,18597,610,80902.0
329660,2,Occasional / Declining Flyers,1,21,26711,455,73455.0
954174,4,Active Points Hoarders,0,37,52863,0,56460.0
934271,2,Occasional / Declining Flyers,0,5,7367,0,55144.0
653698,0,High-Value Redeemers,0,56,94100,1663,52379.0
997945,0,High-Value Redeemers,0,42,76590,1438,67283.0
709948,4,Active Points Hoarders,5,47,66193,799,81762.0
451886,0,High-Value Redeemers,0,33,46264,1357,65612.0
460043,0,High-Value Redeemers,0,38,63476,1160,65612.0
110603,1,Inactive / Zero Flights,999,0,0,0,53061.0
150141,2,Occasional / Declining Flyers,3,4,5450,0,53061.0
215257,0,High-Value Redeemers,1,37,59878,1279,53061.0
240135,2,Occasional / Declining Flyers,5,24,35996,567,53061.0
822507,0,High-Value Redeemers,0,30,50151,1797,53061.0
710473,1,Inactive / Zero Flights,999,0,0,0,73455.0
641997,4,Active Points Hoarders,0,44,77286,604,73455.0
759370,4,Active Points Hoarders,3,29,42871,867,73455.0
359693,4,Active Points Hoarders,3,44,58949,849,44903.0
786613,0,High-Value Redeemers,2,34,52042,1310,88759.0
462078,1,Inactive / Zero Flights,999,0,0,0,72997.0
242348,4,Active Points Hoarders,0,32,46210,367,52723.0
902148,4,Active Points Hoarders,0,48,67140,1024,75886.0
487807,4,Active Points Hoarders,0,41,64441,437,63605.0
855261,4,Active Points Hoarders,2,44,67471,445,49491.0
771285,0,High-Value Redeemers,0,38,59240,1389,60973.0
499875,4,Active Points Hoarders,2,49,71522,524,61775.0
361434,4,Active Points Hoarders,1,44,51424,547,89067.0
522924,0,High-Value Redeemers,1,45,62361,1940,55800.0
807211,0,High-Value Redeemers,0,22,30265,1547,76002.0
330468,0,High-Value Redeemers,4,32,51005,1344,40260.0
655715,0,High-Value Redeemers,1,48,82406,1832,64141.0
693212,4,Active Points Hoarders,3,31,48205,406,83456.0
970154,0,High-Value Redeemers,1,49,75208,1604,85867.0
737906,4,Active Points Hoarders,1,40,73714,365,77329.0
542002,0,High-Value Redeemers,0,32,56433,1592,48210.0
717772,1,Inactive / Zero Flights,999,0,0,0,60156.0
675541,0,High-Value Redeemers,0,37,48527,1466,76940.0
868152,0,High-Value Redeemers,1,35,54644,1561,84563.0
527337,4,Active Points Hoarders,0,42,70059,1045,113007.0
942102,0,High-Value Redeemers,2,38,62249,1221,113007.0
137973,2,Occasional / Declining Flyers,0,22,37635,1110,48464.0
937385,4,Active Points Hoarders,0,38,50703,816,79541.0
810621,0,High-Value Redeemers,3,42,62545,1157,63094.0
396984,0,High-Value Redeemers,0,28,36634,1457,58828.0
880805,0,High-Value Redeemers,0,62,99304,1317,73455.0
440209,2,Occasional / Declining Flyers,0,25,38607,0,73864.0
796692,4,Active Points Hoarders,1,37,63691,985,81592.0
912797,4,Active Points Hoarders,0,34,51945,0,73455.0
874035,2,Occasional / Declining Flyers,0,17,22851,398,73455.0
490479,4,Active Points Hoarders,0,50,71954,542,73455.0
380099,4,Active Points Hoarders,0,38,55887,1043,73455.0
655473,1,Inactive / Zero Flights,999,0,0,0,68518.0
154173,2,Occasional / Declining Flyers,0,8,16859,0,56663.0
202807,4,Active Points Hoarders,0,46,69026,836,46738.0
568681,1,Inactive / Zero Flights,999,0,0,0,73681.0
593340,4,Active Points Hoarders,0,39,65558,437,73681.0
445451,4,Active Points Hoarders,2,37,46249,494,73455.0
666189,3,Legacy High-Income Churned,0,46,57244,0,176700.0
406252,4,Active Points Hoarders,1,42,63472,661,59910.0
152778,4,Active Points Hoarders,0,29,40777,920,85399.0
476431,4,Active Points Hoarders,0,44,63510,383,85399.0
872619,4,Active Points Hoarders,1,34,47624,313,82074.0
730771,4,Active Points Hoarders,0,39,62061,1036,73455.0
165265,3,Legacy High-Income Churned,0,42,68403,0,189990.0
128754,2,Occasional / Declining Flyers,17,14,20493,0,65462.0
232290,2,Occasional / Declining Flyers,1,32,37915,0,50298.0
313292,2,Occasional / Declining Flyers,1,10,15561,0,50298.0
687593,2,Occasional / Declining Flyers,0,2,2464,0,50298.0
470469,4,Active Points Hoarders,1,37,51049,537,96790.0
428872,1,Inactive / Zero Flights,999,0,0,0,55407.0
321213,4,Active Points Hoarders,1,49,87053,0,31151.0
627913,1,Inactive / Zero Flights,999,0,0,0,56553.0
203143,2,Occasional / Declining Flyers,15,13,18902,883,72364.0
500022,4,Active Points Hoarders,0,50,66681,589,72364.0
385718,0,High-Value Redeemers,1,43,64897,2779,79255.0
364596,4,Active Points Hoarders,0,27,55902,0,-26322.0
297101,0,High-Value Redeemers,1,36,50906,1915,73455.0
430503,4,Active Points Hoarders,0,42,63079,490,73455.0
612074,2,Occasional / Declining Flyers,0,26,41506,0,73455.0
639145,0,High-Value Redeemers,4,35,54516,1336,73455.0
701223,4,Active Points Hoarders,0,41,52089,777,73455.0
837580,2,Occasional / Declining Flyers,1,29,37102,0,73455.0
792086,4,Active Points Hoarders,0,34,42811,1057,48201.0
114021,4,Active Points Hoarders,1,46,69349,671,88044.0
377642,1,Inactive / Zero Flights,999,0,0,0,63863.0
740992,0,High-Value Redeemers,0,54,86440,1423,63863.0
824610,4,Active Points Hoarders,1,36,52628,404,104964.0
832062,0,High-Value Redeemers,1,40,63018,1849,104964.0
773112,0,High-Value Redeemers,1,48,76848,1775,93549.0
829291,0,High-Value Redeemers,0,38,60669,1160,76533.0
211575,2,Occasional / Declining Flyers,0,27,40428,413,73455.0
201339,0,High-Value Redeemers,0,42,74512,1680,82347.0
208961,4,Active Points Hoarders,0,87,150188,900,73455.0
406254,0,High-Value Redeemers,0,41,60045,1158,82347.0
517614,2,Occasional / Declining Flyers,6,9,15232,0,82347.0
547357,4,Active Points Hoarders,0,43,71023,910,82347.0
934267,4,Active Points Hoarders,0,45,69145,0,82347.0
849673,4,Active Points Hoarders,0,29,45622,0,86669.0
244925,4,Active Points Hoarders,2,31,45673,0,85295.0
561620,4,Active Points Hoarders,1,34,55462,0,85295.0
298883,2,Occasional / Declining Flyers,1,4,3802,0,73455.0
979776,4,Active Points Hoarders,0,51,78031,0,73455.0
154652,0,High-Value Redeemers,0,38,51822,1163,98937.0
326564,4,Active Points Hoarders,0,51,58003,861,98937.0
594997,0,High-Value Redeemers,0,32,42367,1328,67540.0
931834,1,Inactive / Zero Flights,999,0,0,0,67540.0
570116,4,Active Points Hoarders,1,45,74391,904,81516.0
632720,4,Active Points Hoarders,0,53,80636,551,74709.0
154230,0,High-Value Redeemers,0,53,71647,1539,73455.0
636206,1,Inactive / Zero Flights,999,0,0,0,73455.0
647894,4,Active Points Hoarders,0,27,46374,401,73455.0
167660,0,High-Value Redeemers,1,34,52339,1278,48669.0
950403,0,High-Value Redeemers,0,45,59406,2502,48669.0
644014,4,Active Points Hoarders,0,32,42404,453,71910.0
582257,4,Active Points Hoarders,0,54,82444,1150,73455.0
542180,4,Active Points Hoarders,1,36,46404,806,72002.0
118688,1,Inactive / Zero Flights,999,0,0,0,55009.0
118511,2,Occasional / Declining Flyers,22,4,5384,0,97148.0
793618,0,High-Value Redeemers,1,36,42955,1261,62154.0
682533,1,Inactive / Zero Flights,999,0,0,0,74609.0
599873,2,Occasional / Declining Flyers,1,4,4900,562,76362.0
294738,2,Occasional / Declining Flyers,1,19,26560,0,93206.0
193519,4,Active Points Hoarders,0,56,78784,0,24287.0
733906,4,Active Points Hoarders,0,46,71968,974,58511.0
661744,4,Active Points Hoarders,0,37,47717,437,79181.0
721088,0,High-Value Redeemers,0,32,62167,1193,79181.0
846953,0,High-Value Redeemers,0,45,80564,1266,71101.0
827164,0,High-Value Redeemers,2,34,51516,1245,103430.0
614350,4,Active Points Hoarders,0,50,63590,933,75520.0
216937,1,Inactive / Zero Flights,999,0,0,0,83339.0
982446,2,Occasional / Declining Flyers,2,28,38605,562,68790.0
256434,4,Active Points Hoarders,0,50,70513,846,73455.0
673872,2,Occasional / Declining Flyers,1,3,5737,0,73455.0
563749,0,High-Value Redeemers,0,37,55864,1493,80820.0
788159,0,High-Value Redeemers,1,38,63503,1313,82434.0
823628,2,Occasional / Declining Flyers,0,21,34426,0,57172.0
799064,2,Occasional / Declining Flyers,0,12,16822,650,49982.0
603433,2,Occasional / Declining Flyers,0,8,10964,620,73455.0
617670,4,Active Points Hoarders,0,45,61273,804,73455.0
382671,4,Active Points Hoarders,1,31,54226,292,72409.0
517405,0,High-Value Redeemers,0,41,61472,2655,72409.0
542696,4,Active Points Hoarders,4,39,50499,1008,72409.0
700260,4,Active Points Hoarders,0,30,49910,439,72409.0
881156,2,Occasional / Declining Flyers,1,7,8800,813,72409.0
857481,4,Active Points Hoarders,1,40,56201,465,54235.0
792412,2,Occasional / Declining Flyers,20,8,13663,0,86182.0
357166,1,Inactive / Zero Flights,999,0,0,0,56578.0
734952,2,Occasional / Declining Flyers,1,20,34625,494,100613.0
579245,1,Inactive / Zero Flights,999,0,0,0,73496.0
428649,4,Active Points Hoarders,0,38,51492,0,67686.0
552576,4,Active Points Hoarders,0,52,87542,853,67686.0
389565,0,High-Value Redeemers,0,51,61501,2994,80516.0
420148,4,Active Points Hoarders,0,38,57776,583,80516.0
479815,4,Active Points Hoarders,0,36,57376,514,80516.0
790649,4,Active Points Hoarders,0,39,57223,350,80516.0
799919,0,High-Value Redeemers,0,26,49700,1590,80516.0
903648,4,Active Points Hoarders,1,40,59909,0,80516.0
657668,4,Active Points Hoarders,1,35,55039,1046,83645.0
859549,4,Active Points Hoarders,1,33,55622,812,47595.0
754436,4,Active Points Hoarders,1,33,54969,613,78470.0
138993,4,Active Points Hoarders,1,37,60455,521,62393.0
863942,1,Inactive / Zero Flights,999,0,0,0,87109.0
491351,4,Active Points Hoarders,0,42,64428,0,73455.0
635398,1,Inactive / Zero Flights,999,0,0,0,90849.0
481018,4,Active Points Hoarders,1,36,48859,393,52079.0
495473,4,Active Points Hoarders,0,42,65041,0,80186.0
789826,0,High-Value Redeemers,0,45,68711,2553,80186.0
364710,0,High-Value Redeemers,0,65,69214,1672,50322.0
319501,4,Active Points Hoarders,0,31,40850,781,95306.0
940711,4,Active Points Hoarders,0,43,56460,725,95306.0
263433,4,Active Points Hoarders,0,46,49937,1095,64138.0
527414,1,Inactive / Zero Flights,999,0,0,0,83167.0
189817,4,Active Points Hoarders,0,41,59957,900,61402.0
850123,2,Occasional / Declining Flyers,0,15,18821,1402,61402.0
852394,4,Active Points Hoarders,2,64,87121,0,85056.0
825464,4,Active Points Hoarders,2,43,65306,0,73455.0
414157,2,Occasional / Declining Flyers,0,25,42017,0,64149.0
684155,4,Active Points Hoarders,2,37,57625,0,51785.0
777714,0,High-Value Redeemers,0,37,54060,1789,90587.0
147891,0,High-Value Redeemers,0,31,42094,1882,91567.0
724660,2,Occasional / Declining Flyers,4,28,35894,560,91567.0
352078,4,Active Points Hoarders,0,34,53778,381,72879.0
582427,4,Active Points Hoarders,1,44,66650,0,72879.0
273198,0,High-Value Redeemers,0,46,73354,1555,73455.0
653637,4,Active Points Hoarders,0,39,48108,881,51585.0
217204,4,Active Points Hoarders,0,36,61567,760,74046.0
627826,0,High-Value Redeemers,0,28,44495,1612,47918.0
481955,4,Active Points Hoarders,0,40,59978,1085,61452.0
716236,2,Occasional / Declining Flyers,15,15,23282,0,94433.0
762474,2,Occasional / Declining Flyers,0,17,22821,690,76539.0
924793,0,High-Value Redeemers,0,50,90341,1300,73708.0
537038,0,High-Value Redeemers,0,34,54033,1247,74466.0
171257,0,High-Value Redeemers,0,30,45326,1391,68015.0
969913,0,High-Value Redeemers,0,46,66478,1327,68015.0
935738,0,High-Value Redeemers,1,57,86065,2089,68435.0
185285,2,Occasional / Declining Flyers,0,23,37067,1149,53587.0
204507,1,Inactive / Zero Flights,999,0,0,0,52646.0
714270,4,Active Points Hoarders,2,50,65997,694,52646.0
368878,1,Inactive / Zero Flights,999,0,0,0,82534.0
139682,1,Inactive / Zero Flights,999,0,0,0,50847.0
562305,0,High-Value Redeemers,1,30,45597,1628,47278.0
615528,0,High-Value Redeemers,4,24,34658,3957,47278.0
420515,4,Active Points Hoarders,4,31,52142,457,94322.0
311952,2,Occasional / Declining Flyers,8,14,15183,358,63438.0
320191,4,Active Points Hoarders,0,42,49860,981,63438.0
536603,2,Occasional / Declining Flyers,0,26,31606,0,96716.0
642000,4,Active Points Hoarders,0,48,73122,399,54485.0
405698,0,High-Value Redeemers,0,19,26773,1774,68526.0
593506,4,Active Points Hoarders,0,39,48773,0,68526.0
496371,0,High-Value Redeemers,0,39,64367,1195,101226.0
631661,4,Active Points Hoarders,2,33,43871,866,54979.0
207195,0,High-Value Redeemers,0,30,41480,1809,60903.0
745290,0,High-Value Redeemers,0,38,66920,1740,63116.0
489956,0,High-Value Redeemers,0,29,44293,1512,71792.0
498793,4,Active Points Hoarders,0,42,64847,1130,71792.0
648365,4,Active Points Hoarders,0,44,57653,0,71792.0
173506,4,Active Points Hoarders,0,48,91650,494,96307.0
886677,4,Active Points Hoarders,0,49,76842,535,100596.0
889671,0,High-Value Redeemers,0,35,44145,1754,62945.0
172135,4,Active Points Hoarders,0,31,43457,587,72888.0
708933,2,Occasional / Declining Flyers,2,26,32570,1029,79207.0
299448,1,Inactive / Zero Flights,999,0,0,0,72888.0
428536,4,Active Points Hoarders,1,55,73491,1129,72888.0
969933,4,Active Points Hoarders,2,42,79400,520,72888.0
190236,4,Active Points Hoarders,2,37,60328,1097,59867.0
810071,0,High-Value Redeemers,1,48,62763,1322,75307.0
983900,4,Active Points Hoarders,0,45,69198,0,74825.0
169525,4,Active Points Hoarders,2,49,71026,774,83711.0
532752,1,Inactive / Zero Flights,999,0,0,0,89953.0
270759,0,High-Value Redeemers,1,27,30590,2076,96138.0
514272,4,Active Points Hoarders,0,46,76203,467,56699.0
991210,2,Occasional / Declining Flyers,15,10,17665,632,69184.0
371152,0,High-Value Redeemers,0,42,65236,2290,50183.0
614720,1,Inactive / Zero Flights,999,0,0,0,50183.0
488799,4,Active Points Hoarders,0,50,76630,933,64374.0
297684,0,High-Value Redeemers,0,61,66601,1384,57996.0
972648,4,Active Points Hoarders,0,71,119742,374,62242.0
171883,0,High-Value Redeemers,0,31,43647,1792,56194.0
290902,4,Active Points Hoarders,0,51,74547,386,76300.0
134273,4,Active Points Hoarders,3,42,57454,994,65565.0
984545,4,Active Points Hoarders,0,42,60509,535,65565.0
730641,0,High-Value Redeemers,0,46,89287,1689,88134.0
502615,0,High-Value Redeemers,2,43,72675,2709,75762.0
228151,0,High-Value Redeemers,0,30,49417,1159,73455.0
286065,0,High-Value Redeemers,0,32,41117,1170,73455.0
385131,0,High-Value Redeemers,0,37,61419,1567,73455.0
543460,0,High-Value Redeemers,0,49,83897,1355,73455.0
668576,0,High-Value Redeemers,0,32,58260,1521,73455.0
861336,4,Active Points Hoarders,0,41,71981,598,73455.0
922351,0,High-Value Redeemers,1,46,64335,1688,73455.0
515663,4,Active Points Hoarders,0,53,72426,691,88120.0
230763,0,High-Value Redeemers,1,52,59584,2068,86759.0
784356,2,Occasional / Declining Flyers,1,18,33582,650,102170.0
129510,2,Occasional / Declining Flyers,0,28,37856,0,76837.0
486812,2,Occasional / Declining Flyers,0,9,12025,389,76837.0
640082,4,Active Points Hoarders,0,33,50817,552,58445.0
968608,0,High-Value Redeemers,1,58,91251,1335,65546.0
118332,4,Active Points Hoarders,2,33,54604,782,48896.0
239892,0,High-Value Redeemers,0,56,81144,2400,73455.0
413347,2,Occasional / Declining Flyers,4,27,32604,472,73455.0
269775,2,Occasional / Declining Flyers,0,20,24894,653,83798.0
310867,1,Inactive / Zero Flights,999,0,0,0,66278.0
565787,1,Inactive / Zero Flights,999,0,0,0,100860.0
324506,0,High-Value Redeemers,0,32,34711,1049,58314.0
383202,4,Active Points Hoarders,1,39,55875,0,58314.0
585377,2,Occasional / Declining Flyers,1,28,34045,453,58314.0
346384,4,Active Points Hoarders,0,37,68543,448,51779.0
183025,4,Active Points Hoarders,0,36,58169,1031,68565.0
380294,4,Active Points Hoarders,0,32,57284,401,52192.0
602361,0,High-Value Redeemers,1,36,55258,2362,48913.0
573972,4,Active Points Hoarders,0,29,43134,396,124154.0
579581,4,Active Points Hoarders,3,30,37931,1002,84271.0
795554,1,Inactive / Zero Flights,999,0,0,0,91870.0
367774,4,Active Points Hoarders,0,44,65760,634,94005.0
780855,1,Inactive / Zero Flights,999,0,0,0,94005.0
352337,2,Occasional / Declining Flyers,0,29,32961,1101,70119.0
123083,4,Active Points Hoarders,0,48,68460,770,81518.0
616641,2,Occasional / Declining Flyers,1,6,10095,0,81518.0
872315,2,Occasional / Declining Flyers,0,1,1693,0,73523.0
204311,2,Occasional / Declining Flyers,0,5,4430,0,65599.0
539599,2,Occasional / Declining Flyers,0,5,9405,0,57526.0
601597,2,Occasional / Declining Flyers,2,18,26379,547,68838.0
656639,4,Active Points Hoarders,2,41,60121,0,102584.0
162485,2,Occasional / Declining Flyers,13,16,23994,0,73455.0
806283,4,Active Points Hoarders,0,40,62355,0,73455.0
298506,2,Occasional / Declining Flyers,0,21,30257,509,70678.0
700924,2,Occasional / Declining Flyers,2,17,30780,1088,62532.0
865737,2,Occasional / Declining Flyers,0,26,33649,434,62532.0
141266,4,Active Points Hoarders,0,30,40754,626,86067.0
502585,4,Active Points Hoarders,3,37,62635,973,86067.0
835785,0,High-Value Redeemers,0,39,50551,2797,86067.0
211984,2,Occasional / Declining Flyers,0,19,26506,560,79610.0
195895,4,Active Points Hoarders,0,62,82403,585,86920.0
650366,1,Inactive / Zero Flights,999,0,0,0,73455.0
159531,4,Active Points Hoarders,1,41,56082,968,57809.0
701012,4,Active Points Hoarders,0,55,85027,0,71728.0
539776,0,High-Value Redeemers,0,32,55971,2917,86583.0
451469,0,High-Value Redeemers,1,43,58830,1191,69584.0
278345,2,Occasional / Declining Flyers,2,15,18897,358,70905.0
106964,2,Occasional / Declining Flyers,0,4,5889,512,73455.0
272839,0,High-Value Redeemers,0,23,34124,1315,73455.0
535320,0,High-Value Redeemers,1,31,39927,1509,73455.0
807134,4,Active Points Hoarders,0,32,41840,1016,73455.0
834733,0,High-Value Redeemers,2,40,56502,2038,73455.0
264723,0,High-Value Redeemers,2,38,56934,1480,71419.0
463947,3,Legacy High-Income Churned,999,0,0,0,207468.0
543119,4,Active Points Hoarders,2,39,64466,481,94621.0
301760,0,High-Value Redeemers,0,48,67127,3274,71922.0
857159,4,Active Points Hoarders,0,33,59632,1067,71922.0
371739,4,Active Points Hoarders,1,38,46424,524,98801.0
661069,2,Occasional / Declining Flyers,15,17,21629,0,88445.0
820501,4,Active Points Hoarders,0,36,57676,606,88445.0
300454,1,Inactive / Zero Flights,999,0,0,0,100317.0
614782,2,Occasional / Declining Flyers,0,20,23191,509,55302.0
289294,4,Active Points Hoarders,0,43,56367,766,50332.0
324713,1,Inactive / Zero Flights,999,0,0,0,50332.0
230429,4,Active Points Hoarders,1,50,88371,312,77816.0
391542,4,Active Points Hoarders,0,42,63143,864,74293.0
125300,4,Active Points Hoarders,0,38,57555,906,88198.0
509746,4,Active Points Hoarders,1,28,51139,852,88198.0
495773,0,High-Value Redeemers,0,45,46374,1478,55617.0
545497,3,Legacy High-Income Churned,0,40,69826,1530,164418.0
411116,2,Occasional / Declining Flyers,1,27,42384,413,84454.0
830777,0,High-Value Redeemers,0,31,52250,1519,77443.0
692628,4,Active Points Hoarders,4,42,52984,613,73455.0
540628,4,Active Points Hoarders,0,40,53440,0,86388.0
978676,4,Active Points Hoarders,0,47,73063,367,81669.0
628096,4,Active Points Hoarders,0,49,74463,0,89853.0
165554,2,Occasional / Declining Flyers,0,29,42090,0,59709.0
286225,4,Active Points Hoarders,0,45,77619,518,59709.0
442525,2,Occasional / Declining Flyers,1,27,39726,466,59709.0
694743,0,High-Value Redeemers,0,33,50410,1756,59709.0
854855,1,Inactive / Zero Flights,999,0,0,0,71669.0
954599,1,Inactive / Zero Flights,999,0,0,0,59709.0
809024,4,Active Points Hoarders,0,42,53747,0,57527.0
997189,0,High-Value Redeemers,0,38,46528,1514,78461.0
114983,2,Occasional / Declining Flyers,0,27,44033,0,71198.0
337812,1,Inactive / Zero Flights,999,0,0,0,101631.0
553944,1,Inactive / Zero Flights,999,0,0,0,47398.0
651020,4,Active Points Hoarders,0,38,62813,415,91847.0
117932,2,Occasional / Declining Flyers,0,25,42732,572,81063.0
919894,0,High-Value Redeemers,0,48,80914,1545,52749.0
270761,0,High-Value Redeemers,0,49,70320,1214,64619.0
869116,0,High-Value Redeemers,0,37,49925,2082,64619.0
238752,4,Active Points Hoarders,0,40,47912,674,73455.0
480846,2,Occasional / Declining Flyers,2,28,39713,553,67471.0
355839,2,Occasional / Declining Flyers,1,1,1936,0,69816.0
101547,2,Occasional / Declining Flyers,1,17,32918,576,73455.0
153645,2,Occasional / Declining Flyers,22,1,707,0,73455.0
196582,4,Active Points Hoarders,0,41,69068,709,73455.0
309364,0,High-Value Redeemers,2,45,61366,2303,73455.0
591174,0,High-Value Redeemers,0,29,46914,1761,73455.0
772237,4,Active Points Hoarders,0,51,75736,793,73455.0
127052,1,Inactive / Zero Flights,999,0,0,0,80656.0
671359,2,Occasional / Declining Flyers,2,10,13907,0,80656.0
465603,0,High-Value Redeemers,0,54,78516,1505,73455.0
968828,2,Occasional / Declining Flyers,0,12,21418,0,75652.0
725294,4,Active Points Hoarders,5,36,51480,976,76899.0
379572,4,Active Points Hoarders,2,53,91894,893,69753.0
202293,4,Active Points Hoarders,1,53,75863,334,97976.0
779211,2,Occasional / Declining Flyers,15,17,27723,1163,59417.0
192013,0,High-Value Redeemers,0,34,56032,2170,59332.0
