Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,Total Flights,Distance,Points Accumulated,Points Redeemed,Months Active,Last Flight Date,Recency (Months)
872335,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,73455.0,Single,Star,5745.42,Standard,2015,10,,,31,38050,38050.0,946,24,2018-11-30,1
673399,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,74158.0,Married,Star,5745.94,Standard,2012,8,,,40,51313,51313.0,370,24,2018-11-30,1
844540,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,69471.0,Married,Star,5745.96,Standard,2013,7,,,44,64882,64882.0,1446,24,2018-12-31,0
199513,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,77268.0,Married,Star,5746.15,Standard,2013,6,,,37,53522,53522.0,1394,24,2018-12-31,0
695965,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,30353.0,Married,Nova,3746.75,2018 Promotion,2018,4,,,61,98538,147807.0,1096,11,2018-12-31,0
215294,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,97030.0,Divorced,Star,5757.44,Standard,2013,12,2014.0,8.0,0,0,0.0,0,24,,999
223018,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,97030.0,Divorced,Star,5757.44,Standard,2018,11,,,3,4152,4152.0,0,24,2018-12-31,0
501699,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,97030.0,Divorced,Star,5757.44,Standard,2017,6,,,36,59549,59549.0,994,24,2018-12-31,0
252472,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,87086.0,Married,Nova,3808.12,2018 Promotion,2018,3,,,0,0,0.0,0,11,,999
264107,Canada,Quebec,Montreal,H2Y 2W2,Female,College,73455.0,Single,Nova,3852.43,2018 Promotion,2018,4,,,45,44372,66558.0,645,11,2018-10-31,2
524536,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,55121.0,Single,Star,5763.27,Standard,2015,4,2016.0,7.0,0,0,0.0,0,24,,999
475991,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,48103.0,Married,Star,5764.78,Standard,2016,10,,,28,38236,38236.0,1427,24,2018-10-31,2
407340,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,61351.0,Married,Star,5764.86,Standard,2013,6,,,38,53935,53935.0,409,24,2018-10-31,2
547559,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,61351.0,Married,Star,5764.86,Standard,2017,2,,,33,52135,52135.0,1184,24,2018-11-30,1
893771,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,74235.0,Single,Star,5765.5,Standard,2015,7,,,42,70479,70479.0,446,24,2018-12-31,0
929009,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,99600.0,Married,Star,5768.83,Standard,2017,7,,,29,47389,47389.0,0,24,2018-11-30,1
646359,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,79989.0,Divorced,Star,5771.61,Standard,2016,5,,,42,61474,61474.0,0,24,2018-11-30,1
183523,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,91673.0,Married,Star,5773.52,Standard,2014,9,,,38,55038,55038.0,428,24,2018-11-30,1
533509,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,91673.0,Married,Star,5773.52,Standard,2016,2,,,60,85672,85672.0,1676,24,2018-11-30,1
517702,Canada,British Columbia,Whistler,V6T 1Y8,Male,High School or Below,76184.0,Married,Star,5776.34,Standard,2018,6,,,15,30038,30038.0,0,24,2018-11-30,1
414164,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,69274.0,Single,Star,5780.18,Standard,2017,5,,,21,29631,29631.0,563,24,2018-11-30,1
428565,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,69274.0,Single,Star,5780.18,Standard,2017,6,,,24,30314,30314.0,710,24,2018-12-31,0
448142,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,69274.0,Single,Star,5780.18,Standard,2014,12,,,17,29462,29462.0,528,24,2018-08-31,4
676289,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,69274.0,Single,Star,5780.18,Standard,2016,5,,,38,56693,56693.0,1124,24,2018-12-31,0
747339,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,69274.0,Single,Star,5780.18,Standard,2015,9,,,41,58008,58008.0,676,24,2018-10-31,2
853871,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,69274.0,Single,Star,5780.18,Standard,2014,5,,,33,46932,46932.0,713,24,2018-12-31,0
308591,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,82772.0,Married,Star,5781.02,Standard,2014,7,,,44,58233,58233.0,952,24,2018-12-31,0
972157,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,82772.0,Married,Star,5781.02,Standard,2016,6,,,47,91372,91372.0,925,24,2018-12-31,0
482351,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,100159.0,Married,Nova,3861.49,2018 Promotion,2018,4,2018.0,12.0,69,95916,143874.0,612,11,2018-12-31,0
903146,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,87406.0,Married,Star,5789.35,Standard,2013,6,,,34,45990,45990.0,0,24,2018-10-31,2
183626,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,88413.0,Married,Star,5789.85,Standard,2017,6,,,27,42579,42579.0,646,24,2018-11-30,1
184206,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,53515.0,Married,Star,5792.44,Standard,2013,12,,,54,76099,76099.0,2673,24,2018-12-31,0
111387,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,101960.0,Married,Star,5793.16,Standard,2013,10,2015.0,4.0,0,0,0.0,0,24,,999
461354,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,50879.0,Single,Nova,3933.81,2018 Promotion,2018,2,,,38,53801,80701.5,1229,11,2018-12-31,0
390546,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,70674.0,Divorced,Star,5794.68,Standard,2017,3,,,39,54846,54846.0,851,24,2018-12-31,0
256486,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,82599.0,Married,Star,5797.6,Standard,2016,7,,,23,42270,42270.0,0,24,2018-11-30,1
961512,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,79864.0,Married,Star,5799.06,Standard,2014,4,2014.0,12.0,0,0,0.0,0,24,,999
349670,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,76316.0,Single,Star,5799.83,Standard,2012,6,,,39,54024,54024.0,516,24,2018-11-30,1
629995,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,76316.0,Single,Star,5799.83,Standard,2018,9,,,5,8242,8242.0,0,24,2018-12-31,0
203409,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,50546.0,Divorced,Star,5800.17,Standard,2014,12,,,25,28468,28468.0,0,24,2018-12-31,0
587623,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,50546.0,Divorced,Star,5800.17,Standard,2016,9,,,30,47072,47072.0,1480,24,2018-12-31,0
931097,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,College,73455.0,Married,Star,5800.77,Standard,2017,3,,,37,56056,56056.0,994,24,2018-12-31,0
955649,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,67709.0,Divorced,Star,5801.13,Standard,2013,9,,,33,36935,36935.0,554,24,2018-12-31,0
756668,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,103283.0,Married,Star,5802.07,Standard,2014,6,,,25,35757,35757.0,0,24,2018-11-30,1
757060,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,103283.0,Married,Star,5802.07,Standard,2013,5,2015.0,3.0,0,0,0.0,0,24,,999
408863,Canada,Ontario,Toronto,M2M 7K8,Male,College,73455.0,Married,Star,5802.84,Standard,2017,3,,,37,65482,65482.0,0,24,2018-12-31,0
833305,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,83654.0,Married,Star,5807.99,Standard,2017,3,,,45,74081,74081.0,908,24,2018-11-30,1
939932,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,63578.0,Divorced,Star,5808.93,Standard,2015,10,,,59,100186,100186.0,492,24,2018-12-31,0
761114,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,51645.0,Married,Star,5809.26,Standard,2015,11,,,57,94566,94566.0,948,24,2018-12-31,0
128245,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,50098.0,Married,Star,5810.63,Standard,2016,7,2017.0,3.0,3,1935,1935.0,0,24,2017-01-31,22
973407,Canada,Ontario,Ottawa,K1G 4Z0,Male,College,73455.0,Married,Star,5811.61,Standard,2018,7,,,7,9131,9131.0,610,24,2018-12-31,0
109029,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,74819.0,Divorced,Star,5812.0,Standard,2018,10,,,2,3944,3944.0,0,24,2018-11-30,1
509514,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,63222.0,Married,Star,5813.24,Standard,2014,9,,,52,78262,78262.0,1476,24,2018-12-31,0
942287,Canada,Ontario,Toronto,P1L 8X8,Female,College,73455.0,Married,Star,5815.05,Standard,2014,1,2016.0,8.0,0,0,0.0,0,24,,999
193212,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,104525.0,Single,Star,5816.71,Standard,2017,1,,,37,47754,47754.0,1239,24,2018-12-31,0
306112,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,104525.0,Single,Star,5816.71,Standard,2012,11,,,0,0,0.0,0,24,,999
627970,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,75875.0,Single,Star,5821.79,Standard,2016,12,,,32,50463,50463.0,0,24,2018-12-31,0
911663,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,86039.0,Divorced,Star,5824.22,Standard,2014,12,,,33,52976,52976.0,812,24,2018-10-31,2
118365,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,91239.0,Married,Star,5838.9,Standard,2012,10,,,30,48598,48598.0,934,24,2018-12-31,0
716812,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,91239.0,Married,Star,5838.9,Standard,2012,5,,,45,63649,63649.0,691,24,2018-12-31,0
839263,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,91239.0,Married,Star,5838.9,Standard,2015,10,2018.0,12.0,57,59744,59744.0,372,24,2018-12-31,0
862576,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,91239.0,Married,Star,5838.9,Standard,2016,3,,,26,37933,37933.0,597,24,2018-12-31,0
479593,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,88616.0,Single,Star,5843.61,Standard,2014,6,,,44,68648,68648.0,1446,24,2018-11-30,1
521111,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,63478.0,Married,Star,5845.43,Standard,2013,1,,,38,60492,60492.0,1696,24,2018-11-30,1
861415,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,68728.0,Married,Star,5846.52,Standard,2014,2,,,46,65290,65290.0,1669,24,2018-11-30,1
256755,Canada,Alberta,Peace River,T9O 2W2,Female,College,73455.0,Single,Star,5849.32,Standard,2018,6,,,6,4771,4771.0,0,24,2018-09-30,3
727047,Canada,Ontario,Toronto,M2M 7K8,Female,College,73455.0,Single,Star,5849.32,Standard,2018,8,,,6,10587,10587.0,440,24,2018-12-31,0
926967,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,49700.0,Married,Star,5850.45,Standard,2018,10,,,1,1522,1522.0,0,24,2018-11-30,1
784962,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,60214.0,Married,Star,5860.02,Standard,2017,3,,,33,55678,55678.0,372,24,2018-12-31,0
997599,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,60214.0,Married,Star,5860.02,Standard,2013,5,,,35,55684,55684.0,633,24,2018-11-30,1
367697,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,101077.0,Married,Star,5860.17,Standard,2015,10,,,30,52395,52395.0,457,24,2018-12-31,0
522935,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,84616.0,Married,Star,5864.38,Standard,2013,8,,,30,37320,37320.0,569,24,2018-10-31,2
982578,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,51377.0,Married,Star,5866.42,Standard,2015,7,,,49,62094,62094.0,1492,24,2018-12-31,0
212695,Canada,Nova Scotia,Halifax,B3J 9S2,Female,College,73455.0,Single,Star,5871.61,Standard,2018,9,,,1,2385,2385.0,541,24,2018-10-31,2
497648,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,88366.0,Divorced,Star,5872.96,Standard,2018,5,,,20,32979,32979.0,943,24,2018-12-31,0
890595,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,57738.0,Married,Star,5874.82,Standard,2016,8,,,42,48574,48574.0,2346,24,2018-12-31,0
375265,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,72765.0,Married,Star,5875.04,Standard,2017,5,,,38,53578,53578.0,954,24,2018-10-31,2
794752,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,72765.0,Married,Star,5875.04,Standard,2012,9,,,38,58808,58808.0,439,24,2018-10-31,2
950391,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,65872.0,Married,Star,5875.21,Standard,2017,2,,,36,60801,60801.0,433,24,2018-12-31,0
325802,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,94733.0,Married,Star,5879.18,Standard,2016,8,,,35,47027,47027.0,433,24,2018-12-31,0
900801,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,73455.0,Single,Star,5880.26,Standard,2018,10,,,5,6420,6420.0,0,24,2018-12-31,0
881304,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,95432.0,Married,Star,5881.81,Standard,2013,10,,,36,54792,54792.0,635,24,2018-12-31,0
780428,Canada,Ontario,Toronto,M2M 6J7,Male,College,73455.0,Single,Star,5884.31,Standard,2017,1,,,40,61102,61102.0,1260,24,2018-10-31,2
266861,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,73455.0,Single,Star,5886.22,Standard,2016,3,,,24,39020,39020.0,0,24,2018-11-30,1
137985,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,73455.0,Single,Star,5886.62,Standard,2015,4,,,30,42638,42638.0,1000,24,2018-12-31,0
620584,Canada,Quebec,Montreal,H2Y 2W2,Male,College,73455.0,Single,Star,5886.62,Standard,2013,6,,,28,46056,46056.0,1631,24,2018-10-31,2
812152,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,77280.0,Married,Star,5889.51,Standard,2013,5,,,36,56449,56449.0,393,24,2018-12-31,0
204926,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,95202.0,Married,Star,5893.37,Standard,2017,2,2017.0,10.0,7,10870,10870.0,648,24,2017-10-31,13
736459,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,60724.0,Married,Star,5894.91,Standard,2013,3,,,30,46470,46470.0,1016,24,2018-12-31,0
657946,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,75827.0,Married,Nova,3939.01,2018 Promotion,2018,4,,,30,52798,79197.0,741,11,2018-12-31,0
153586,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,60659.0,Married,Star,5896.54,Standard,2015,11,,,48,68292,68292.0,546,24,2018-12-31,0
683910,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,53293.0,Married,Star,5897.56,Standard,2017,7,2018.0,8.0,23,35608,35608.0,560,24,2018-07-31,5
261832,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,60582.0,Divorced,Star,5897.75,Standard,2013,7,,,29,34438,34438.0,984,24,2018-09-30,3
105214,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,88863.0,Divorced,Star,5897.99,Standard,2013,8,,,35,52473,52473.0,1847,24,2018-11-30,1
561041,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,88863.0,Divorced,Star,5897.99,Standard,2015,11,,,32,40122,40122.0,1038,24,2018-11-30,1
462495,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,103189.0,Married,Star,5904.09,Standard,2016,12,,,39,54176,54176.0,672,24,2018-08-31,4
994219,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,103189.0,Married,Star,5904.09,Standard,2018,9,,,2,2255,2255.0,0,24,2018-12-31,0
729581,Canada,Yukon,Whitehorse,Y2K 6R0,Female,Bachelor,75700.0,Married,Star,5905.97,Standard,2013,12,,,49,78246,78246.0,1113,24,2018-12-31,0
724513,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,63694.0,Married,Star,5906.94,Standard,2018,8,,,10,16593,16593.0,0,24,2018-12-31,0
672391,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,66523.0,Married,Star,5907.08,Standard,2018,10,,,4,6820,6820.0,0,24,2018-12-31,0
465842,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,68387.0,Single,Nova,4257.48,2018 Promotion,2018,3,,,58,61639,92458.5,0,11,2018-12-31,0
225748,Canada,Quebec,Montreal,H2T 2J6,Female,College,73455.0,Married,Star,5907.15,Standard,2015,12,2016.0,8.0,0,0,0.0,0,24,,999
560597,Canada,Quebec,Quebec City,G1B 3L5,Female,College,73455.0,Single,Nova,4348.14,2018 Promotion,2018,2,,,50,95490,143235.0,639,11,2018-12-31,0
253056,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,84154.0,Married,Star,5908.75,Standard,2013,2,2016.0,1.0,0,0,0.0,0,24,,999
271059,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,84154.0,Married,Star,5908.75,Standard,2016,3,2016.0,11.0,0,0,0.0,0,24,,999
357199,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,84745.0,Married,Star,5912.78,Standard,2017,3,,,31,45349,45349.0,1846,24,2018-11-30,1
852855,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,73455.0,Single,Star,5913.2,Standard,2017,5,,,34,52304,52304.0,0,24,2018-08-31,4
890646,Canada,Ontario,Toronto,M2Z 4K1,Female,College,73455.0,Single,Star,5913.2,Standard,2017,11,,,20,27534,27534.0,0,24,2018-12-31,0
114242,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,68653.0,Married,Star,5914.95,Standard,2016,7,,,38,53004,53004.0,953,24,2018-12-31,0
472942,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,58751.0,Married,Star,5923.21,Standard,2012,7,,,47,66617,66617.0,605,24,2018-12-31,0
346274,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,85879.0,Married,Star,5923.52,Standard,2014,1,,,33,48912,48912.0,2286,24,2018-09-30,3
161780,Canada,Quebec,Montreal,H3T 8L4,Male,Bachelor,59567.0,Divorced,Nova,4424.58,2018 Promotion,2018,4,,,33,40095,60142.5,0,11,2018-12-31,0
215719,Canada,Alberta,Banff,T4V 1D4,Male,Master,111948.0,Married,Star,5926.73,Standard,2018,5,,,8,8944,8944.0,0,24,2018-12-31,0
604471,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Master,111948.0,Married,Star,5926.73,Standard,2015,8,2017.0,6.0,4,4612,4612.0,0,24,2017-06-30,18
676409,Canada,British Columbia,Victoria,V10 6T5,Female,Master,111948.0,Married,Star,5926.73,Standard,2015,1,,,36,57554,57554.0,3037,24,2018-12-31,0
852995,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,74885.0,Married,Star,5926.98,Standard,2017,8,,,34,46307,46307.0,735,24,2018-11-30,1
799437,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,56465.0,Divorced,Star,5927.39,Standard,2014,11,,,45,63206,63206.0,1145,24,2018-10-31,2
452150,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,73336.0,Married,Star,5931.28,Standard,2017,3,,,0,0,0.0,0,24,,999
893375,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,73336.0,Married,Star,5931.28,Standard,2014,12,,,54,86575,86575.0,1639,24,2018-12-31,0
480200,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,67234.0,Married,Star,5932.56,Standard,2013,11,,,46,67341,67341.0,1964,24,2018-12-31,0
338808,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,96116.0,Divorced,Star,5934.74,Standard,2017,12,,,6,11806,11806.0,0,24,2018-12-31,0
653337,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,97957.0,Married,Star,5935.57,Standard,2013,3,,,48,72988,72988.0,1643,24,2018-12-31,0
908759,Canada,Yukon,Whitehorse,Y2K 6R0,Female,Bachelor,97957.0,Married,Star,5935.57,Standard,2016,8,,,49,73293,73293.0,2246,24,2018-12-31,0
373771,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,70329.0,Married,Nova,4928.65,2018 Promotion,2018,4,,,41,62776,94164.0,1087,11,2018-12-31,0
249795,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,63291.0,Married,Star,5936.34,Standard,2017,12,,,27,36218,36218.0,803,24,2018-12-31,0
558288,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,64243.0,Married,Star,5938.51,Standard,2018,10,,,0,0,0.0,0,24,,999
748890,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,64243.0,Married,Star,5938.51,Standard,2017,4,,,45,79418,79418.0,0,24,2018-12-31,0
507360,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,77363.0,Married,Star,5943.07,Standard,2015,10,2016.0,6.0,0,0,0.0,0,24,,999
517267,Canada,Ontario,Toronto,M2M 7K8,Female,College,73455.0,Single,Star,5955.54,Standard,2016,10,,,25,37981,37981.0,0,24,2018-06-30,6
454543,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,67757.0,Married,Star,5956.55,Standard,2016,8,,,27,35168,35168.0,843,24,2018-11-30,1
262369,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,66990.0,Married,Star,5960.58,Standard,2014,9,,,48,76425,76425.0,373,24,2018-12-31,0
314328,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,95584.0,Married,Star,5963.17,Standard,2014,7,,,41,62833,62833.0,966,24,2018-12-31,0
555218,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,98476.0,Married,Star,5968.12,Standard,2018,1,,,7,9300,9300.0,0,24,2018-09-30,3
445145,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,78745.0,Single,Star,5971.0,Standard,2015,5,,,18,28200,28200.0,1402,24,2018-06-30,6
657116,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,78745.0,Single,Star,5971.0,Standard,2017,1,,,49,69990,69990.0,490,24,2018-11-30,1
236165,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,69971.0,Divorced,Star,5971.31,Standard,2014,1,,,27,38788,38788.0,1252,24,2018-12-31,0
502163,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,102274.0,Married,Star,5973.14,Standard,2014,4,,,36,51804,51804.0,2239,24,2018-12-31,0
551833,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,102274.0,Married,Star,5973.14,Standard,2017,6,,,31,42885,42885.0,699,24,2018-09-30,3
995812,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,62355.0,Married,Star,5973.98,Standard,2018,9,,,10,18786,18786.0,432,24,2018-12-31,0
198456,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,74123.0,Divorced,Star,5979.72,Standard,2015,11,2016.0,7.0,0,0,0.0,0,24,,999
355298,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,74123.0,Divorced,Star,5979.72,Standard,2012,5,,,41,64824,64824.0,827,24,2018-04-30,8
754292,Canada,Ontario,London,M5B 3E4,Male,Bachelor,74123.0,Divorced,Star,5979.72,Standard,2014,3,,,31,41591,41591.0,1284,24,2018-12-31,0
639584,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,48697.0,Married,Star,5980.85,Standard,2013,1,2013.0,11.0,0,0,0.0,0,24,,999
447647,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,96830.0,Divorced,Star,5981.38,Standard,2013,1,,,40,65798,65798.0,1458,24,2018-12-31,0
261331,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,80816.0,Single,Star,5989.77,Standard,2013,8,,,30,48877,48877.0,1209,24,2018-10-31,2
582990,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,80816.0,Single,Star,5989.77,Standard,2016,8,2017.0,4.0,2,2546,2546.0,0,24,2017-03-31,21
120594,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,62537.0,Married,Star,5994.23,Standard,2016,5,,,50,75531,75531.0,1609,24,2018-09-30,3
315113,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,73455.0,Single,Star,5994.42,Standard,2015,12,,,39,69177,69177.0,567,24,2018-12-31,0
413330,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,73455.0,Married,Star,5996.07,Standard,2017,3,,,21,33442,33442.0,0,24,2018-01-31,10
958518,Canada,Ontario,Toronto,P5S 6R4,Male,College,73455.0,Married,Star,5996.07,Standard,2018,9,,,7,9091,9091.0,0,24,2018-12-31,0
688748,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Doctor,253369.0,Divorced,Star,5999.38,Standard,2017,9,2018.0,5.0,6,8716,8716.0,399,24,2018-05-31,7
352734,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,51573.0,Single,Star,6005.21,Standard,2014,1,2014.0,9.0,0,0,0.0,0,24,,999
450987,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,51573.0,Single,Star,6005.21,Standard,2016,12,2017.0,2.0,4,7144,7144.0,0,24,2017-02-28,22
767864,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,51573.0,Single,Star,6005.21,Standard,2018,5,,,8,7170,7170.0,510,24,2018-12-31,0
385190,Canada,Quebec,Montreal,H2Y 4R4,Female,Master,81333.0,Single,Star,6005.85,Standard,2012,8,,,43,57946,57946.0,1117,24,2018-12-31,0
916020,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,67990.0,Married,Star,6010.5,Standard,2015,1,,,30,53391,53391.0,1239,24,2018-10-31,2
663975,Canada,Alberta,Edmonton,T3G 6Y6,Female,College,73455.0,Single,Star,6019.96,Standard,2014,9,2017.0,1.0,0,0,0.0,0,24,,999
548999,Canada,Ontario,Toronto,P1W 1K4,Female,College,73455.0,Married,Star,6032.74,Standard,2012,6,,,34,45797,45797.0,0,24,2018-11-30,1
851255,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,73455.0,Single,Star,6042.62,Standard,2013,9,,,53,80360,80360.0,2213,24,2018-12-31,0
468516,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,50858.0,Divorced,Star,6042.91,Standard,2013,8,,,41,56235,56235.0,1296,24,2018-12-31,0
427980,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,100483.0,Married,Star,6044.02,Standard,2015,4,,,40,61635,61635.0,647,24,2018-11-30,1
804557,Canada,Yukon,Whitehorse,Y2K 6R0,Female,Bachelor,100483.0,Married,Star,6044.02,Standard,2017,5,,,33,44297,44297.0,615,24,2018-12-31,0
