Loyalty Number,CLV,Churn_Probability,Risk_Level,Value_Segment,Revenue_At_Risk,Priority_Score,Recommended_Action,Communication_Channel,Action_Timeline
666877,2839.95,0.15504414,Low Risk,Bronze,440.31760093867774,440.31760093867774,No Action Required,None,No Immediate Action
666878,4250.28,0.14507793,Low Risk,Silver,616.6218196481466,616.6218196481466,No Action Required,None,No Immediate Action
182184,4276.92,0.21172574,Low Risk,Silver,905.5340588700772,905.5340588700772,No Action Required,None,No Immediate Action
666933,9033.25,0.08397831,Low Risk,Premium,758.5970708616078,758.5970708616078,No Action Required,None,No Immediate Action
666952,4877.61,0.11756947,Low Risk,Silver,573.4580172767489,573.4580172767489,No Action Required,None,No Immediate Action
667041,6131.66,0.09527313,Low Risk,Gold,584.1824381007254,584.1824381007254,No Action Required,None,No Immediate Action
955178,4880.95,0.12233824,Low Risk,Silver,597.1268463354558,597.1268463354558,No Action Required,None,No Immediate Action
667117,2357.8,0.10275434,Low Risk,Bronze,242.27418185174466,242.27418185174466,No Action Required,None,No Immediate Action
666761,8492.7,0.9498538,Critical Risk,Gold,8066.8231794476515,8066.8231794476515,Free Upgrade Voucher,Email + SMS,Within 24 Hours
181607,9657.58,0.59098744,Medium Risk,Premium,5707.508518691063,5707.508518691063,Targeted Email Campaign,None,Within 30 Days
110394,2565.12,0.10209691,Low Risk,Bronze,261.8908201217651,261.8908201217651,No Action Required,None,No Immediate Action
955130,5688.2,0.63869095,High Risk,Silver,3633.0018531799315,3633.0018531799315,20% Bonus Miles Offer,Email,Within 7 Days
668843,10507.69,0.23401044,Low Risk,Premium,2458.9091927669942,2458.9091927669942,No Action Required,None,No Immediate Action
668865,23866.16,0.11964014,Low Risk,Premium,2855.3507648444174,2855.3507648444174,No Action Required,None,No Immediate Action
954973,7462.93,0.08429617,Low Risk,Gold,629.0963928192854,629.0963928192854,No Action Required,None,No Immediate Action
668959,8205.39,0.11683353,Low Risk,Gold,958.6646817333251,958.6646817333251,No Action Required,None,No Immediate Action
668968,8609.16,0.3225987,Low Risk,Gold,2777.3037875461578,2777.3037875461578,No Action Required,None,No Immediate Action
668970,2810.46,0.5118201,Medium Risk,Bronze,1438.4498561239243,1438.4498561239243,Targeted Email Campaign,None,Within 30 Days
669028,3200.8,0.10660934,Low Risk,Bronze,341.2351659715176,341.2351659715176,No Action Required,None,No Immediate Action
181728,4466.1,0.20570461,Low Risk,Silver,918.6973789080978,918.6973789080978,No Action Required,None,No Immediate Action
669065,8382.63,0.11117079,Low Risk,Gold,931.9036085108667,931.9036085108667,No Action Required,None,No Immediate Action
669066,3105.35,0.09945585,Low Risk,Bronze,308.8452186308801,308.8452186308801,No Action Required,None,No Immediate Action
669222,2796.87,0.13883482,Low Risk,Bronze,388.30294076934456,388.30294076934456,No Action Required,None,No Immediate Action
669368,10901.23,0.093997814,Low Risk,Premium,1024.69178730838,1024.69178730838,No Action Required,None,No Immediate Action
181726,4974.87,0.1585406,Low Risk,Silver,788.7189070522785,788.7189070522785,No Action Required,None,No Immediate Action
669373,6189.12,0.07901359,Low Risk,Gold,489.0246117711067,489.0246117711067,No Action Required,None,No Immediate Action
954952,3844.57,0.09541188,Low Risk,Bronze,366.8176584289968,366.8176584289968,No Action Required,None,No Immediate Action
669493,12128.37,0.9135179,Critical Risk,Premium,11079.483000170589,11079.483000170589,Personal Relationship Manager Call,Phone Call,Within 24 Hours
669501,6791.22,0.11175902,Low Risk,Gold,758.980104559958,758.980104559958,No Action Required,None,No Immediate Action
181770,16979.8,0.9999336,Critical Risk,Premium,16978.672548508643,16978.672548508643,Personal Relationship Manager Call,Phone Call,Within 24 Hours
668692,3981.78,0.09768456,Low Risk,Silver,388.95843610167503,388.95843610167503,No Action Required,None,No Immediate Action
668624,5827.41,0.15884745,Low Risk,Gold,925.6692256557941,925.6692256557941,No Action Required,None,No Immediate Action
668599,3781.69,0.09184645,Low Risk,Bronze,347.33480589970947,347.33480589970947,No Action Required,None,No Immediate Action
667798,8743.85,0.96755,Critical Risk,Gold,8460.111889883876,8460.111889883876,Free Upgrade Voucher,Email + SMS,Within 24 Hours
667800,32654.84,0.99991524,Critical Risk,Premium,32652.0722474432,32652.0722474432,Personal Relationship Manager Call,Phone Call,Within 24 Hours
667860,8535.11,0.16844682,Low Risk,Gold,1437.7121716029942,1437.7121716029942,No Action Required,None,No Immediate Action
667901,2709.54,0.14660189,Low Risk,Bronze,397.22367299258707,397.22367299258707,No Action Required,None,No Immediate Action
181852,6993.38,0.08900048,Low Risk,Gold,622.4141655412317,622.4141655412317,No Action Required,None,No Immediate Action
667974,12519.8,0.13013329,Low Risk,Premium,1629.2427155464886,1629.2427155464886,No Action Required,None,No Immediate Action
668000,4736.35,0.08537069,Low Risk,Silver,404.3454658314586,404.3454658314586,No Action Required,None,No Immediate Action
668020,2654.38,0.0810938,Low Risk,Bronze,215.25376893490554,215.25376893490554,No Action Required,None,No Immediate Action
182058,4196.69,0.07905141,Low Risk,Silver,331.7542729205638,331.7542729205638,No Action Required,None,No Immediate Action
668136,7628.75,0.15242153,Low Risk,Gold,1162.7857779711485,1162.7857779711485,No Action Required,None,No Immediate Action
668213,7507.46,0.14612846,Low Risk,Gold,1097.053574053943,1097.053574053943,No Action Required,None,No Immediate Action
955087,16473.17,0.20247073,Low Risk,Premium,3335.3348329927026,3335.3348329927026,No Action Required,None,No Immediate Action
668235,10626.81,0.284257,Low Risk,Premium,3020.7450741058587,3020.7450741058587,No Action Required,None,No Immediate Action
668253,3230.58,0.13607022,Low Risk,Bronze,439.58573669850824,439.58573669850824,No Action Required,None,No Immediate Action
668325,6846.15,0.113044195,Low Risk,Gold,773.9175147581846,773.9175147581846,No Action Required,None,No Immediate Action
668510,8383.68,0.0950597,Low Risk,Gold,796.9501082968712,796.9501082968712,No Action Required,None,No Immediate Action
181825,4428.03,0.092610516,Low Risk,Silver,410.0821416317671,410.0821416317671,No Action Required,None,No Immediate Action
668576,5504.14,0.14063247,Low Risk,Silver,774.0607785567641,774.0607785567641,No Action Required,None,No Immediate Action
181830,3054.54,0.07724652,Low Risk,Bronze,235.95257586300372,235.95257586300372,No Action Required,None,No Immediate Action
660119,6516.21,0.08803153,Low Risk,Gold,573.6319385790825,573.6319385790825,No Action Required,None,No Immediate Action
685653,2393.92,0.9999187,Critical Risk,Bronze,2393.725372543335,2393.725372543335,Double Loyalty Points Campaign,App Notification,Within 24 Hours
685720,17793.61,0.1802108,Low Risk,Premium,3206.600674817264,3206.600674817264,No Action Required,None,No Immediate Action
703505,6837.54,0.0913493,Low Risk,Gold,624.604518173933,624.604518173933,No Action Required,None,No Immediate Action
703507,19685.41,0.11969278,Low Risk,Premium,2356.2014498645813,2356.2014498645813,No Action Required,None,No Immediate Action
703621,6827.18,0.19135524,Low Risk,Gold,1306.4166901251674,1306.4166901251674,No Action Required,None,No Immediate Action
703711,6186.5,0.1454905,Low Risk,Gold,900.0769618600607,900.0769618600607,No Action Required,None,No Immediate Action
951389,7519.03,0.13721354,Low Risk,Gold,1031.7127466551958,1031.7127466551958,No Action Required,None,No Immediate Action
172233,10758.66,0.21347314,Low Risk,Premium,2296.684945231676,2296.684945231676,No Action Required,None,No Immediate Action
703804,35692.17,0.06543673,Low Risk,Premium,2335.5788306797294,2335.5788306797294,No Action Required,None,No Immediate Action
703852,4975.17,0.7832912,High Risk,Silver,3897.0069823157787,3897.0069823157787,20% Bonus Miles Offer,Email,Within 7 Days
703882,4922.17,0.99994195,Critical Risk,Silver,4921.88424379468,4921.88424379468,Double Loyalty Points Campaign,App Notification,Within 24 Hours
703937,18073.94,0.10457194,Low Risk,Premium,1890.026942398548,1890.026942398548,No Action Required,None,No Immediate Action
172200,2551.23,0.2303672,Low Risk,Bronze,587.7197080497443,587.7197080497443,No Action Required,None,No Immediate Action
703972,17497.52,0.99993384,Critical Risk,Premium,17496.362343854904,17496.362343854904,Personal Relationship Manager Call,Phone Call,Within 24 Hours
704074,4340.09,0.27244037,Low Risk,Silver,1182.4157423490287,1182.4157423490287,No Action Required,None,No Immediate Action
172162,2467.13,0.55130124,Medium Risk,Bronze,1360.1318305134773,1360.1318305134773,Targeted Email Campaign,None,Within 30 Days
704112,4839.11,0.1412176,Low Risk,Silver,683.3675210450589,683.3675210450589,No Action Required,None,No Immediate Action
111584,4163.79,0.15287983,Low Risk,Silver,636.5595247399807,636.5595247399807,No Action Required,None,No Immediate Action
704149,25805.27,0.1674072,Low Risk,Premium,4319.987989245206,4319.987989245206,No Action Required,None,No Immediate Action
172259,2491.26,0.9007878,Critical Risk,Bronze,2244.0965417540074,2244.0965417540074,Double Loyalty Points Campaign,App Notification,Within 24 Hours
951353,5600.5,0.19566281,Low Risk,Silver,1095.8095752373338,1095.8095752373338,No Action Required,None,No Immediate Action
703374,11955.4,0.24903439,Low Risk,Premium,2977.3057444542646,2977.3057444542646,No Action Required,None,No Immediate Action
703278,9409.14,0.99993205,Critical Risk,Premium,9408.50065557003,9408.50065557003,Personal Relationship Manager Call,Phone Call,Within 24 Hours
951546,10914.2,0.25906476,Low Risk,Premium,2827.4846448957924,2827.4846448957924,No Action Required,None,No Immediate Action
702746,4167.42,0.14726606,Low Risk,Silver,613.7195242398977,613.7195242398977,No Action Required,None,No Immediate Action
702800,2288.76,0.16690058,Low Risk,Bronze,381.9953604054451,381.9953604054451,No Action Required,None,No Immediate Action
702809,9538.77,0.1415295,Low Risk,Premium,1350.0173533362151,1350.0173533362151,No Action Required,None,No Immediate Action
172348,6189.99,0.14305733,Low Risk,Gold,885.5234510578215,885.5234510578215,No Action Required,None,No Immediate Action
702863,10388.99,0.147111,Low Risk,Premium,1528.3346936625242,1528.3346936625242,No Action Required,None,No Immediate Action
702868,15144.41,0.18884689,Low Risk,Premium,2859.974671199918,2859.974671199918,No Action Required,None,No Immediate Action
702884,8007.35,0.1356242,Low Risk,Gold,1085.9904387161137,1085.9904387161137,No Action Required,None,No Immediate Action
702915,6366.23,0.09714318,Low Risk,Gold,618.4358310662955,618.4358310662955,No Action Required,None,No Immediate Action
172345,2760.95,0.18438248,Low Risk,Bronze,509.07081744149326,509.07081744149326,No Action Required,None,No Immediate Action
702938,4983.9,0.99994135,Critical Risk,Silver,4983.607689428329,4983.607689428329,Double Loyalty Points Campaign,App Notification,Within 24 Hours
703104,13283.86,0.13123602,Low Risk,Premium,1743.3208734691143,1743.3208734691143,No Action Required,None,No Immediate Action
951458,8614.69,0.15872502,Low Risk,Gold,1367.3668707108498,1367.3668707108498,No Action Required,None,No Immediate Action
703109,15506.93,0.07627198,Low Risk,Premium,1182.7442703422905,1182.7442703422905,No Action Required,None,No Immediate Action
703160,4561.27,0.99992025,Critical Risk,Silver,4560.906234089137,4560.906234089137,Double Loyalty Points Campaign,App Notification,Within 24 Hours
172284,2538.63,0.9302085,Critical Risk,Bronze,2361.4552150171994,2361.4552150171994,Double Loyalty Points Campaign,App Notification,Within 24 Hours
703249,8188.98,0.29432175,Low Risk,Gold,2410.1948885625598,2410.1948885625598,No Action Required,None,No Immediate Action
703338,4502.87,0.93050134,Critical Risk,Silver,4189.926577039957,4189.926577039957,Double Loyalty Points Campaign,App Notification,Within 24 Hours
704150,3921.02,0.14223947,Low Risk,Bronze,557.7237921890617,557.7237921890617,No Action Required,None,No Immediate Action
704267,5110.68,0.17002723,Low Risk,Silver,868.9547444450856,868.9547444450856,No Action Required,None,No Immediate Action
172135,5479.56,0.18347937,Low Risk,Silver,1005.3862094807625,1005.3862094807625,No Action Required,None,No Immediate Action
705262,4625.55,0.13930805,Low Risk,Silver,644.3763519488275,644.3763519488275,No Action Required,None,No Immediate Action
705353,8719.13,0.1510527,Low Risk,Gold,1317.0481150113044,1317.0481150113044,No Action Required,None,No Immediate Action
171902,5807.66,0.8167948,Critical Risk,Gold,4743.66656180501,4743.66656180501,Free Upgrade Voucher,Email + SMS,Within 24 Hours
705453,2242.57,0.15147524,Low Risk,Bronze,339.6938195924461,339.6938195924461,No Action Required,None,No Immediate Action
705490,4874.07,0.31725612,Low Risk,Silver,1546.3285505899787,1546.3285505899787,No Action Required,None,No Immediate Action
950980,5220.69,0.22209698,Low Risk,Silver,1159.4994805222748,1159.4994805222748,No Action Required,None,No Immediate Action
705496,6052.0,0.09942883,Low Risk,Gold,601.7432944774628,601.7432944774628,No Action Required,None,No Immediate Action
705589,4165.99,0.10283515,Low Risk,Silver,428.4102006033063,428.4102006033063,No Action Required,None,No Immediate Action
171883,5498.66,0.17952271,Low Risk,Silver,987.1343338921666,987.1343338921666,No Action Required,None,No Immediate Action
705633,8714.92,0.84007233,Critical Risk,Gold,7321.163183391094,7321.163183391094,Free Upgrade Voucher,Email + SMS,Within 24 Hours
705641,4221.31,0.12276838,Low Risk,Silver,518.2433891134709,518.2433891134709,No Action Required,None,No Immediate Action
705756,16331.43,0.99993646,Critical Risk,Premium,16330.392324596643,16330.392324596643,Personal Relationship Manager Call,Phone Call,Within 24 Hours
705806,3142.88,0.08171008,Low Risk,Bronze,256.80496938586236,256.80496938586236,No Action Required,None,No Immediate Action
705911,8709.32,0.11302494,Low Risk,Gold,984.370392883718,984.370392883718,No Action Required,None,No Immediate Action
171788,10090.41,0.33686966,Low Risk,Premium,3399.1529560893773,3399.1529560893773,No Action Required,None,No Immediate Action
705980,5073.28,0.09512868,Low Risk,Silver,482.6144184350967,482.6144184350967,No Action Required,None,No Immediate Action
706007,2659.71,0.17301589,Low Risk,Bronze,460.17209945619106,460.17209945619106,No Action Required,None,No Immediate Action
705243,4759.62,0.15302496,Low Risk,Silver,728.3406438562274,728.3406438562274,No Action Required,None,No Immediate Action
705196,4101.94,0.07776872,Low Risk,Silver,319.002626132518,319.002626132518,No Action Required,None,No Immediate Action
171906,2602.65,0.15333605,Low Risk,Bronze,399.0800656557083,399.0800656557083,No Action Required,None,No Immediate Action
705113,9939.26,0.117571026,Low Risk,Premium,1168.5689967435599,1168.5689967435599,No Action Required,None,No Immediate Action
704270,9185.03,0.114045694,Low Risk,Premium,1047.5131250815093,1047.5131250815093,No Action Required,None,No Immediate Action
704308,5917.47,0.9999336,Critical Risk,Gold,5917.077082511187,5917.077082511187,Free Upgrade Voucher,Email + SMS,Within 24 Hours
951226,4492.23,0.067552835,Low Risk,Silver,303.46287084549664,303.46287084549664,No Action Required,None,No Immediate Action
704423,12751.28,0.05974972,Low Risk,Premium,761.8853937724233,761.8853937724233,No Action Required,None,No Immediate Action
704559,8317.3,0.29188555,Low Risk,Gold,2427.699724858999,2427.699724858999,No Action Required,None,No Immediate Action
172059,7249.07,0.12878245,Low Risk,Gold,933.5530031782388,933.5530031782388,No Action Required,None,No Immediate Action
704600,2361.88,0.13286091,Low Risk,Bronze,313.80153525769714,313.80153525769714,No Action Required,None,No Immediate Action
704603,10781.61,0.09856971,Low Risk,Premium,1062.7402091237159,1062.7402091237159,No Action Required,None,No Immediate Action
702686,5173.49,0.41364226,Medium Risk,Silver,2139.974082505405,2139.974082505405,Targeted Email Campaign,None,Within 30 Days
704607,2444.74,0.83167136,Critical Risk,Bronze,2033.2202336907385,2033.2202336907385,Double Loyalty Points Campaign,App Notification,Within 24 Hours
171937,10394.36,0.08792263,Low Risk,Premium,913.8994963717461,913.8994963717461,No Action Required,None,No Immediate Action
704835,3919.37,0.08072052,Low Risk,Bronze,316.3735903892666,316.3735903892666,No Action Required,None,No Immediate Action
704967,5073.28,0.11705819,Low Risk,Silver,593.868962612152,593.868962612152,No Action Required,None,No Immediate Action
704968,5701.28,0.05294603,Low Risk,Silver,301.86014815330503,301.86014815330503,No Action Required,None,No Immediate Action
951116,6756.65,0.8027459,Critical Risk,Gold,5423.872941294312,5423.872941294312,Free Upgrade Voucher,Email + SMS,Within 24 Hours
705006,10208.93,0.090044945,Low Risk,Premium,919.2625452432037,919.2625452432037,No Action Required,None,No Immediate Action
171908,5813.24,0.3586417,Low Risk,Gold,2084.8703566658496,2084.8703566658496,No Action Required,None,No Immediate Action
705020,23208.39,0.1529949,Low Risk,Premium,3550.765329069793,3550.765329069793,No Action Required,None,No Immediate Action
704709,26197.41,0.13662833,Low Risk,Premium,3579.3083721774815,3579.3083721774815,No Action Required,None,No Immediate Action
702677,5411.95,0.14424637,Low Risk,Silver,780.654139958322,780.654139958322,No Action Required,None,No Immediate Action
172444,5677.64,0.08747797,Low Risk,Silver,496.66840537011626,496.66840537011626,No Action Required,None,No Immediate Action
702588,4458.11,0.10840257,Low Risk,Silver,483.27059280999003,483.27059280999003,No Action Required,None,No Immediate Action
700497,7731.71,0.28986725,Low Risk,Gold,2241.1695318225024,2241.1695318225024,No Action Required,None,No Immediate Action
951746,16702.7,0.39087975,Low Risk,Premium,6528.747204530239,6528.747204530239,No Action Required,None,No Immediate Action
700566,2433.02,0.2373275,Low Risk,Bronze,577.4225569155813,577.4225569155813,No Action Required,None,No Immediate Action
172987,2674.73,0.13579923,Low Risk,Bronze,363.2262721711397,363.2262721711397,No Action Required,None,No Immediate Action
700650,19884.92,0.71803576,High Risk,Premium,14278.083595855234,14278.083595855234,Priority Lounge Access,Email,Within 7 Days
700705,8485.39,0.12388444,Low Risk,Gold,1051.207783820629,1051.207783820629,No Action Required,None,No Immediate Action
700731,4363.6,0.77923113,High Risk,Silver,3400.25296356678,3400.25296356678,20% Bonus Miles Offer,Email,Within 7 Days
700748,8183.59,0.14016986,Low Risk,Gold,1147.0926558613778,1147.0926558613778,No Action Required,None,No Immediate Action
172983,6846.15,0.11696883,Low Risk,Gold,800.7861754272133,800.7861754272133,No Action Required,None,No Immediate Action
700770,6089.77,0.15306598,Low Risk,Gold,932.1366098624469,932.1366098624469,No Action Required,None,No Immediate Action
700871,4165.25,0.11959105,Low Risk,Silver,498.1266203876585,498.1266203876585,No Action Required,None,No Immediate Action
700918,6503.22,0.11039661,Low Risk,Gold,717.9334336969257,717.9334336969257,No Action Required,None,No Immediate Action
700924,5555.56,0.25474793,Low Risk,Silver,1415.267394373417,1415.267394373417,No Action Required,None,No Immediate Action
172971,10628.06,0.12852919,Low Risk,Premium,1366.0159538817404,1366.0159538817404,No Action Required,None,No Immediate Action
951719,11772.79,0.10101876,Low Risk,Premium,1189.2726078429819,1189.2726078429819,No Action Required,None,No Immediate Action
700958,11243.9,0.99993205,Critical Risk,Premium,11243.135984921455,11243.135984921455,Personal Relationship Manager Call,Phone Call,Within 24 Hours
701012,3115.7,0.28704217,Low Risk,Bronze,894.3372914463281,894.3372914463281,No Action Required,None,No Immediate Action
111507,17556.99,0.19809482,Low Risk,Premium,3477.948686284125,3477.948686284125,No Action Required,None,No Immediate Action
700474,41855.17,0.2154613,Low Risk,Premium,9018.169290672391,9018.169290672391,No Action Required,None,No Immediate Action
700430,6699.22,0.06537313,Low Risk,Gold,437.94898091450335,437.94898091450335,No Action Required,None,No Immediate Action
700356,5004.31,0.7421157,High Risk,Silver,3713.7769005805258,3713.7769005805258,20% Bonus Miles Offer,Email,Within 7 Days
173227,3032.82,0.31130514,Low Risk,Bronze,944.1324410122634,944.1324410122634,No Action Required,None,No Immediate Action
699962,5568.66,0.09644904,Low Risk,Silver,537.0919103984535,537.0919103984535,No Action Required,None,No Immediate Action
700011,7840.17,0.99993706,Critical Risk,Gold,7839.676520061493,7839.676520061493,Free Upgrade Voucher,Email + SMS,Within 24 Hours
700096,3184.36,0.13203141,Low Risk,Bronze,420.43554371714595,420.43554371714595,No Action Required,None,No Immediate Action
951879,3832.9,0.2758325,Low Risk,Bronze,1057.238404712081,1057.238404712081,No Action Required,None,No Immediate Action
700145,3470.18,0.076339,Low Risk,Bronze,264.9100674574077,264.9100674574077,No Action Required,None,No Immediate Action
173212,5141.98,0.12689075,Low Risk,Silver,652.4696922022104,652.4696922022104,No Action Required,None,No Immediate Action
700207,2909.55,0.0890122,Low Risk,Bronze,258.985441127792,258.985441127792,No Action Required,None,No Immediate Action
701036,8139.53,0.20823961,Low Risk,Gold,1694.9725931841135,1694.9725931841135,No Action Required,None,No Immediate Action
700225,2866.82,0.1490171,Low Risk,Bronze,427.20518990993503,427.20518990993503,No Action Required,None,No Immediate Action
951781,5643.8,0.10169712,Low Risk,Silver,573.9581894338131,573.9581894338131,No Action Required,None,No Immediate Action
700260,5380.9,0.1435216,Low Risk,Silver,772.275414687395,772.275414687395,No Action Required,None,No Immediate Action
173178,5862.8,0.9999306,Critical Risk,Gold,5862.393240070343,5862.393240070343,Free Upgrade Voucher,Email + SMS,Within 24 Hours
700276,4334.06,0.10577822,Low Risk,Silver,458.4491405391694,458.4491405391694,No Action Required,None,No Immediate Action
700286,2933.5,0.19147284,Low Risk,Bronze,561.6855857893825,561.6855857893825,No Action Required,None,No Immediate Action
700335,2348.03,0.14523058,Low Risk,Bronze,341.0057502950728,341.0057502950728,No Action Required,None,No Immediate Action
700343,4525.37,0.15129107,Low Risk,Silver,684.6480801647901,684.6480801647901,No Action Required,None,No Immediate Action
173092,15503.72,0.12025437,Low Risk,Premium,1864.3900438916683,1864.3900438916683,No Action Required,None,No Immediate Action
700245,2254.93,0.08285316,Low Risk,Bronze,186.82807787947354,186.82807787947354,No Action Required,None,No Immediate Action
171691,8586.53,0.44564608,Medium Risk,Gold,3826.5534129300718,3826.5534129300718,Targeted Email Campaign,None,Within 30 Days
172757,5352.19,0.0842086,Low Risk,Silver,450.70042802788316,450.70042802788316,No Action Required,None,No Immediate Action
701223,5325.72,0.10762084,Low Risk,Silver,573.158474676311,573.158474676311,No Action Required,None,No Immediate Action
702257,6265.34,0.13535663,Low Risk,Gold,848.0553386241198,848.0553386241198,No Action Required,None,No Immediate Action
172593,5626.53,0.1292336,Low Risk,Silver,727.1367201447487,727.1367201447487,No Action Required,None,No Immediate Action
702269,10656.88,0.14730033,Low Risk,Premium,1569.7619704461097,1569.7619704461097,No Action Required,None,No Immediate Action
702284,3489.28,0.20790765,Low Risk,Bronze,725.4479941558839,725.4479941558839,No Action Required,None,No Immediate Action
702325,3721.06,0.9999435,Critical Risk,Bronze,3720.8497407484056,3720.8497407484056,Double Loyalty Points Campaign,App Notification,Within 24 Hours
702327,5670.13,0.13125475,Low Risk,Silver,744.2314814986289,744.2314814986289,No Action Required,None,No Immediate Action
172532,10656.88,0.5696356,Medium Risk,Premium,6070.53854894638,6070.53854894638,Targeted Email Campaign,None,Within 30 Days
111573,14349.86,0.119522765,Low Risk,Premium,1715.1349485638739,1715.1349485638739,No Action Required,None,No Immediate Action
951616,5733.21,0.16949032,Low Risk,Silver,971.7236116920411,971.7236116920411,No Action Required,None,No Immediate Action
702406,5176.73,0.23711298,Low Risk,Silver,1227.4698979793488,1227.4698979793488,No Action Required,None,No Immediate Action
702478,7851.9,0.1163651,Low Risk,Gold,913.6871087707578,913.6871087707578,No Action Required,None,No Immediate Action
702482,1918.12,0.33863565,Low Risk,Bronze,649.5438192260265,649.5438192260265,No Action Required,None,No Immediate Action
702493,4624.62,0.78974473,High Risk,Silver,3652.269295284748,3652.269295284748,20% Bonus Miles Offer,Email,Within 7 Days
172491,13447.37,0.35439107,Low Risk,Premium,4765.627819051445,4765.627819051445,No Action Required,None,No Immediate Action
702522,23207.25,0.07600097,Low Risk,Premium,1763.7735941670835,1763.7735941670835,No Action Required,None,No Immediate Action
702528,41787.9,0.09830715,Low Risk,Premium,4108.0492541179065,4108.0492541179065,No Action Required,None,No Immediate Action
702542,2483.67,0.08606853,Low Risk,Bronze,213.7658342526108,213.7658342526108,No Action Required,None,No Immediate Action
702161,12624.96,0.20964155,Low Risk,Premium,2646.716132726669,2646.716132726669,No Action Required,None,No Immediate Action
172610,4458.11,0.3915315,Low Risk,Silver,1745.4904831609128,1745.4904831609128,No Action Required,None,No Immediate Action
702147,3023.89,0.16262883,Low Risk,Bronze,491.77169117391105,491.77169117391105,No Action Required,None,No Immediate Action
702048,3052.63,0.22050397,Low Risk,Bronze,673.117036934644,673.117036934644,No Action Required,None,No Immediate Action
701235,8590.33,0.15574625,Low Risk,Gold,1337.9116953137516,1337.9116953137516,No Action Required,None,No Immediate Action
701308,4171.19,0.16525216,Low Risk,Silver,689.2981739811598,689.2981739811598,No Action Required,None,No Immediate Action
172755,5303.76,0.6486823,High Risk,Silver,3440.4552156972886,3440.4552156972886,20% Bonus Miles Offer,Email,Within 7 Days
701391,11255.46,0.12314451,Low Risk,Premium,1386.048077352047,1386.048077352047,No Action Required,None,No Immediate Action
701485,5230.09,0.11103072,Low Risk,Silver,580.7006592764706,580.7006592764706,No Action Required,None,No Immediate Action
951712,2615.14,0.055164106,Low Risk,Bronze,144.2618606622517,144.2618606622517,No Action Required,None,No Immediate Action
701617,8888.88,0.1611564,Low Risk,Gold,1432.4999100601672,1432.4999100601672,No Action Required,None,No Immediate Action
172731,3528.04,0.999894,Critical Risk,Bronze,3527.6661086988447,3527.6661086988447,Double Loyalty Points Campaign,App Notification,Within 24 Hours
701216,5066.63,0.15149356,Low Risk,Silver,767.561837426275,767.561837426275,No Action Required,None,No Immediate Action
701622,5619.97,0.069855705,Low Risk,Silver,392.5869658870995,392.5869658870995,No Action Required,None,No Immediate Action
701708,4376.36,0.9999441,Critical Risk,Silver,4376.11532140255,4376.11532140255,Double Loyalty Points Campaign,App Notification,Within 24 Hours
701732,5639.4,0.92772603,Critical Risk,Silver,5231.8181755542755,5231.8181755542755,Double Loyalty Points Campaign,App Notification,Within 24 Hours
701792,5281.83,0.9326762,Critical Risk,Silver,4926.23711283803,4926.23711283803,Double Loyalty Points Campaign,App Notification,Within 24 Hours
172724,2494.87,0.9670105,Critical Risk,Bronze,2412.565481262207,2412.565481262207,Double Loyalty Points Campaign,App Notification,Within 24 Hours
701803,3768.37,0.087272376,Low Risk,Bronze,328.8746028766036,328.8746028766036,No Action Required,None,No Immediate Action
701954,5500.58,0.16295528,Low Risk,Silver,896.3485767173767,896.3485767173767,No Action Required,None,No Immediate Action
702005,5783.18,0.2633621,Low Risk,Gold,1523.0704853498937,1523.0704853498937,No Action Required,None,No Immediate Action
951624,6503.4,0.0897135,Low Risk,Gold,583.4427690714598,583.4427690714598,No Action Required,None,No Immediate Action
701645,3874.87,0.091549136,Low Risk,Bronze,354.7409996225685,354.7409996225685,No Action Required,None,No Immediate Action
699875,2424.42,0.10910107,Low Risk,Bronze,264.5068208661676,264.5068208661676,No Action Required,None,No Immediate Action
950961,7281.44,0.99988866,Critical Risk,Gold,7280.629273719787,7280.629273719787,Free Upgrade Voucher,Email + SMS,Within 24 Hours
706125,7330.19,0.14060174,Low Risk,Gold,1030.6374633069336,1030.6374633069336,No Action Required,None,No Immediate Action
709726,2827.56,0.17445661,Low Risk,Bronze,493.2865357786417,493.2865357786417,No Action Required,None,No Immediate Action
111899,13021.09,0.9108342,Critical Risk,Premium,11860.054005120994,11860.054005120994,Personal Relationship Manager Call,Phone Call,Within 24 Hours
709747,3339.76,0.08918728,Low Risk,Bronze,297.86410806059837,297.86410806059837,No Action Required,None,No Immediate Action
950593,9095.74,0.13505302,Low Risk,Premium,1228.4071897521615,1228.4071897521615,No Action Required,None,No Immediate Action
709844,5973.98,0.9999335,Critical Risk,Gold,5973.5826181173325,5973.5826181173325,Free Upgrade Voucher,Email + SMS,Within 24 Hours
709869,5088.69,0.36950228,Low Risk,Silver,1880.2825377854704,1880.2825377854704,No Action Required,None,No Immediate Action
170655,7627.43,0.99986553,Critical Risk,Gold,7626.404354143143,7626.404354143143,Free Upgrade Voucher,Email + SMS,Within 24 Hours
709920,4327.1,0.16824217,Low Risk,Silver,728.0006998941303,728.0006998941303,No Action Required,None,No Immediate Action
709948,5244.4,0.06504591,Low Risk,Silver,341.12676040530204,341.12676040530204,No Action Required,None,No Immediate Action
170585,4118.59,0.13269165,Low Risk,Silver,546.5025092920661,546.5025092920661,No Action Required,None,No Immediate Action
